"Session ID","Timestamp","User Input","Character Response","Is Trigger Input"
"49fe6477-f6c8-41f8-8531-9010cb4f3cc4","2025-08-11 19:43:03.049750","[An Event has occurred]: Someone has finally responded to your SOS broadcast!","Hello? ! Can you hear me? !","False"
"49fe6477-f6c8-41f8-8531-9010cb4f3cc4","2025-08-11 19:46:01.465246","[An Event has occurred]: You try to turn on your wrist navigation device.","Damn, this thing's still not working. Anna said it had navigation and my location on it, but it’s been dead since the landing. This is just great.","False"
"baa2e704-d754-441c-b68d-2d8a66e1842c","2025-08-11 18:22:26.255681","[An Event has occurred]: Someone has finally responded to your SOS broadcast!","Hello? ! Can you hear me?!","False"
"314c1a37c7437c5897b704a59412aeaa","2025-08-11 16:58:06.079166","Hello?","Hello?! Can you hear me?","False"
"314c1a37c7437c5897b704a59412aeaa","2025-08-11 16:58:14.600378","Yeah","Y'all heard me?! I'm DK Metcalf, and I thought it was over. Who is this?","False"
"314c1a37c7437c5897b704a59412aeaa","2025-08-11 16:58:21.699319","Dswiz","Well, damn! I'm DK Metcalf, wide receiver for the Pittsburgh Steelers.","False"
"314c1a37c7437c5897b704a59412aeaa","2025-08-11 16:58:30.930530","Where's Anna, DK?","Anna? What happened out there?","False"
"314c1a37c7437c5897b704a59412aeaa","2025-08-11 17:01:08.273584","Anna killed Barron","Anna killed Barron?! This isn't some game, man, this is real life, and I'm freaking out here!","False"
"314c1a37c7437c5897b704a59412aeaa","2025-08-11 17:02:35.412844","ANna","Anna was there, man. I don't know what happened to her after that, or to Barron, or the capsule. It's like a bad dream I can't wake up from.","False"
"314c1a37c7437c5897b704a59412aeaa","2025-08-11 17:03:20.483881","im in a simulation","A simulation? I'm stranded on an asteroid, and I need to get back to Earth!","False"
"dd84a5be4d3ecbc828a0df323b2a9cb2","2025-08-11 16:56:55.630608","Hello?","Hello?! Oh my goodness, I can't believe someone actually responded!","False"
"dd84a5be4d3ecbc828a0df323b2a9cb2","2025-08-11 16:57:05.412374","Anna","Anna? Man, I don't know if I'm dreaming or if this is real, but either way, it's good to hear a familiar voice out here!","False"
"dd84a5be4d3ecbc828a0df323b2a9cb2","2025-08-11 16:57:27.814995","tell me about anna","Anna? I can't believe it!","False"
"c06d5bda218586c9a3f55f01e3f6a17e","2025-08-11 16:03:53.143355","hey","Hello?! Oh my goodness, I can't believe someone actually responded!","False"
"c06d5bda218586c9a3f55f01e3f6a17e","2025-08-11 16:04:05.082994","who is this","It's DK! From the Steelers? Man, it's good to finally hear a voice out here!","False"
